Attrib_01,Attrib_02,Label
-2.2645417283949003,-0.505703902773784,1
-2.0864255006161576,0.6554047293691373,1
-2.3679504490625254,0.31847731084724984,1
-2.3041971611520085,0.5753677125331961,1
-2.3887774935056414,-0.6747673967025144,1
-2.0705368071805546,-1.5185485598885125,1
-2.445711339630283,-0.07456267500687333,1
-2.233841858709265,-0.2476139317522644,1
-2.3419576764553884,1.0951463625829558,1
-2.1886757552808693,0.4486290483375599,1
-2.1634865562665238,-1.0705955760377257,1
-2.3273777541343734,-0.1585874546594752,1
-2.2240827220450017,0.7091181580302269,1
-2.6397162608446285,0.9382819821078545,1
-2.192291508498431,-1.8899785123164647,1
-2.2514652145840675,-2.7223710765744684,1
-2.2027504800800863,-1.5137502825462177,1
-2.1901791637910524,-0.5143043082206921,1
-1.8940742930236691,-1.431110706941236,1
-2.3399490704234087,-1.1580334289850005,1
-1.9145563949595172,-0.4304651632801371,1
-2.2046453975338145,-0.9524573172889976,1
-2.7741697937051564,-0.4895170265034943,1
-1.8204115633372135,-0.10675079283540553,1
-2.2282174994597246,-0.16218616266619615,1
-1.957024007341396,0.6078925674838087,1
-2.0520633112766866,-0.2660143119816544,1
-2.168193653345021,-0.552016495323539,1
-2.1403059632841575,-0.3366404088450535,1
-2.268790194387876,0.31487860284052893,1
-2.144554429277134,0.48394209676925953,1
-1.831938102201588,-0.4452668355028062,1
-2.6082028676633486,-1.8284751927341008,1
-2.437950859095144,-2.185391615630892,1
-2.1886757552808693,0.4486290483375599,1
-2.2111198968124217,0.18433781054027948,1
-2.044416519319801,-0.6849564262949357,1
-2.1886757552808693,0.4486290483375599,1
-2.4359522029660186,0.8821694147756176,1
-2.17054720188427,-0.2927269549664455,1
-2.2865272388409306,-0.4679917156709372,1
-1.8717072235369487,2.3276916061149104,1
-2.557834419537511,0.4538163804897938,1
-1.9642792903547368,-0.4973916400183827,1
-2.1333728329200286,-1.1714321117742033,1
-2.075357592837306,0.6919173471364105,1
-2.3812582168023737,-1.1506325928736658,1
-2.3981916876626377,0.3623907647258577,1
-2.2267812130915194,-1.025482552823544,1
-2.205954168648402,-0.03223784527377886,1
1.103993652804571,-0.8631124458513235,0
0.7324814400086802,-0.5986355733419964,0
1.2421095053189366,-0.6148224496122857,0
0.39730728282332867,1.7581689474435265,0
1.0725939482015447,0.2117579026798964,0
0.3844581461690021,0.5910624686227371,0
0.748715075951552,-0.7786986113887812,0
-0.4978633877981162,1.8488687712754428,0
0.9262223675330976,-0.03033082678338029,0
0.004968025584320496,1.0294011124030886,0
-0.12469746138036848,2.6580626779617607,0
0.4387301177805467,0.05888128502145511,0
0.5516339814225086,1.7725815648562555,0
0.7171650662368512,0.1854343145050446,0
-0.0372583829656879,0.43279509871416966,0
0.8758905359406821,-0.5099981510591466,0
0.34800640198020893,0.1906216466572785,0
0.15339254456866747,0.7907254562344862,0
1.2153032092161549,1.6333556445154835,0
0.15694117564425156,1.3031032701729115,0
0.7382561043698956,-0.4024703816185351,0
0.4723696823445685,0.4166082224438802,0
1.2279882140834428,0.940914792530273,0
0.6293810453149019,0.4168116425417728,0
0.700472799208458,0.06349392765170306,0
0.8735369874014329,-0.25070861070205314,0
1.2542221905224495,0.08262009981311334,0
1.3582398473872708,-0.3288202662704013,0
0.6621261375659377,0.22434607094346493,0
-0.04728151331987947,1.057212412605021,0
0.12153420888011993,1.5635923798655786,0
0.01411822605138896,1.5733923546480604,0
0.23601083732659733,0.7759237840118169,0
1.056691428090577,0.6369012837689376,0
0.2214170883302184,0.2808476930856409,0
0.4317831607410528,-0.8551369202180019,0
1.0494133552191791,-0.5221972645127758,0
1.0358782103228248,1.3924664843877812,0
0.0670675998729806,0.21262073489338948,0
0.27542506625183527,1.3298159131577028,0
0.27233506626177306,1.1194415241194045,0
0.6231705397262213,-0.027542633302293656,0
0.33000536383722706,0.9889007318191552,0
-0.3736276226873743,2.0179322652041733,0
0.2829443429551035,0.8539507169865506,0
0.08905311031901161,0.17490854779054243,0
0.22435678320860636,0.38048465948654614,0
0.5738834855584668,0.1537199740800658,0
-0.45701287250467354,1.5394645102639812,0
0.2522444732694697,0.5958607459650318,0
1.8476725943096637,-0.8716966617734124,0
1.15318980825213,0.701326113856576,0
2.206349497126592,-0.554470104934922,0
1.4386854023261817,0.05001052226888628,0
1.8678907025555844,-0.29119280176116846,0
2.7541967088257513,-0.7884322063548441,0
0.35837447484166973,1.56009458397729,0
2.3030058981503174,-0.4095166952219426,0
2.0017352992189164,0.72386535931266,0
2.2675545991022665,-1.9214429914653537,0
1.3659094292022136,-0.6939480398041603,0
1.5990645856518695,0.42824883590034024,0
1.8842518537520736,-0.41433275795008334,0
1.2530865143775927,1.1673913352452463,0
1.4640615229856233,0.444147569479124,0
1.591809302638528,-0.677035371601851,0
1.4712801894655432,-0.2531924719668148,0
2.4373784821935054,-2.5567573414948006,0
3.3091411826760786,0.002361320102083605,0
1.2539809866905791,1.7175838442659783,0
2.0404962596630374,-0.9073987650150525,0
0.9739151144704744,0.5711743763662668,0
2.8980644358432754,-0.3977913591718674,0
1.3291936913234936,0.4867605419037248,0
1.7042407085196047,-1.0141484248357844,0
1.9577276617934336,-1.0033345154297764,0
1.1719045079878687,0.31889661731056845,0
1.0197810528162627,-0.06554296309664738,0
1.786008861248468,0.193272799856892,0
1.8647779127074648,-0.555381531578989,0
2.4354973914151423,-0.24665446806897331,0
2.316082411961152,-2.6261838690226265,0
1.860371425852316,0.18467239440998376,0
1.1112717256759688,0.29598610243039086,0
1.197469155118038,0.8171677419136166,0
2.8009494037340272,-0.8447481937849741,0
1.5801552485205363,-1.0724744961271215,0
1.3470444243548014,-0.42225596589554554,0
0.9234329777663843,-0.01923037054689253,0
1.85355198406644,-0.6724227289716033,0
2.0161572006777586,-0.6103970375551123,0
1.9031168585994855,-0.6860248318586986,0
1.15318980825213,0.701326113856576,0
2.0433084392878085,-0.864684880472018,0
2.001690966934997,-1.0485500466234168,0
1.8705220714601247,-0.3828218376229977,0
1.5584918907237175,0.9053136014070665,0
1.52084506399859,-0.2667945748539102,0
1.376391190641927,-1.0163619287948849,0
0.959298575616038,0.022283944660567694,0
